Northern Arizona,-3.86,.312,.314,.498,46.5,45.3,8.4,5.4,.463,15.1,25.7,.217
Northern Colorado,-6.19,.327,.430,.547,50.5,43.0,6.5,6.4,.525,18.1,23.1,.215
Northern Illinois,-0.81,.259,.281,.463,51.0,46.2,8.0,9.0,.439,18.9,32.2,.162
Northern Iowa,4.56,.259,.393,.536,51.4,48.0,8.3,7.9,.515,16.7,23.9,.174
Northern Kentucky,-7.04,.307,.396,.527,49.8,42.4,10.5,4.3,.498,17.1,35.5,.211
Northwestern State,-1.56,.255,.349,.499,47.0,48.9,8.4,7.7,.473,17.0,27.0,.173
Northwestern,11.95,.303,.399,.552,48.9,61.6,8.2,6.3,.521,13.8,22.0,.221
Notre Dame,10.58,.280,.432,.573,48.3,59.1,6.1,9.6,.542,14.4,20.0,.214
Oakland,0.99,.326,.431,.514,46.1,58.3,11.7,4.9,.478,15.7,28.2,.230
Ohio State,11.02,.406,.409,.572,53.2,49.1,6.4,9.4,.527,13.2,30.7,.310
Ohio,-2.08,.298,.399,.577,50.6,59.6,9.7,7.2,.556,14.7,28.2,.206
Oklahoma State,6.81,.370,.322,.553,52.7,49.3,9.9,10.7,.524,17.7,32.5,.253
Oklahoma,8.43,.298,.386,.538,50.8,51.9,11.3,9.8,.504,13.1,29.1,.221
Old Dominion,-1.45,.344,.319,.522,51.5,50.3,10.8,10.4,.486,16.5,28.9,.242
Oral Roberts,-1.77,.274,.462,.576,49.6,46.0,8.5,8.5,.543,14.8,27.2,.217
Oregon State,4.02,.349,.362,.538,50.2,65.5,9.2,10.9,.494,13.6,29.6,.268
Oregon,4.24,.277,.370,.552,52.2,48.2,11.2,12.3,.527,15.3,29.1,.194
Pacific,7.80,.313,.276,.479,51.3,43.5,9.1,11.0,.448,15.1,30.7,.204
Penn State,16.56,.270,.396,.528,50.6,47.4,11.3,7.4,.499,14.1,33.3,.194
Pennsylvania,,,,,,,,,,,,
Pepperdine,7.15,.312,.365,.547,48.8,62.3,9.3,8.3,.502,16.3,23.4,.251
Pittsburgh,6.24,.366,.346,.518,53.4,62.2,8.9,10.7,.484,14.9,34.1,.247
